,audio_path,label
19,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_5.pt,1
20,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_6.pt,1
21,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_7.pt,1
22,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_8.pt,1
23,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_9.pt,1
24,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_10.pt,1
25,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_11.pt,1
26,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_12.pt,1
27,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_13.pt,1
28,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_14.pt,1
29,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_15.pt,1
30,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_16.pt,1
31,data/audio/preprocessed/Google_DefendTheUser_Diazo_Original_220908_D_106_4-4_WB-ZG_NXT_part_17.pt,1
32,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_1.pt,1
33,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_2.pt,1
34,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_3.pt,1
35,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_4.pt,1
36,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_5.pt,1
37,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_6.pt,1
38,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_7.pt,1
39,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_8.pt,1
40,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_9.pt,1
41,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_10.pt,1
42,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_11.pt,1
43,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_12.pt,1
44,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_13.pt,1
45,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_14.pt,1
46,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_15.pt,1
47,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_16.pt,1
48,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_17.pt,1
49,data/audio/preprocessed/BIDB_Horseshoe_Falster_180319_LIB_WB_part_18.pt,1
50,data/audio/preprocessed/17151574_SyFy_StillLife_Tombas_141010_qt_part_1.pt,1
51,data/audio/preprocessed/17151574_SyFy_StillLife_Tombas_141010_qt_part_2.pt,1
52,data/audio/preprocessed/17151574_SyFy_StillLife_Tombas_141010_qt_part_3.pt,1
53,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_1.pt,1
54,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_2.pt,1
55,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_3.pt,1
56,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_4.pt,1
57,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_5.pt,1
58,data/audio/preprocessed/INTERSPORT_SS22_Deurdrum_Original_211213_Fm_100_4-4_RVR_NXT_part_6.pt,1
59,data/audio/preprocessed/Samsung_Crown_Gates_180821_LIB_SC_part_1.pt,1
60,data/audio/preprocessed/Samsung_Crown_Gates_180821_LIB_SC_part_2.pt,1
61,data/audio/preprocessed/Samsung_Crown_Gates_180821_LIB_SC_part_3.pt,1
62,data/audio/preprocessed/Samsung_Crown_Gates_180821_LIB_SC_part_4.pt,1
63,data/audio/preprocessed/Samsung_Crown_Gates_180821_LIB_SC_part_5.pt,1
64,data/audio/preprocessed/17151732_Xenoport_Windfall_MUS_160428_qt_part_1.pt,1
65,data/audio/preprocessed/17151732_Xenoport_Windfall_MUS_160428_qt_part_2.pt,1
66,data/audio/preprocessed/17151732_Xenoport_Windfall_MUS_160428_qt_part_3.pt,1
67,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_1.pt,1
68,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_2.pt,1
69,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_3.pt,1
70,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_4.pt,1
71,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_5.pt,1
72,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_6.pt,1
73,data/audio/preprocessed/AFSP_Carwash_WickedPeople_LS_140918_21h_qt_part_7.pt,1
74,data/audio/preprocessed/Cinionic_SonicStrategy_ADreamInWaves_Original_230628_C_120_4-4_LHS_NXT_part_1.pt,1
75,data/audio/preprocessed/Cinionic_SonicStrategy_ADreamInWaves_Original_230628_C_120_4-4_LHS_NXT_part_2.pt,1
76,data/audio/preprocessed/Cinionic_SonicStrategy_ADreamInWaves_Original_230628_C_120_4-4_LHS_NXT_part_3.pt,1
77,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_1.pt,1
78,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_2.pt,1
79,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_3.pt,1
80,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_4.pt,1
81,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_5.pt,1
82,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_6.pt,1
83,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_7.pt,1
84,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_8.pt,1
85,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_9.pt,1
86,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_10.pt,1
87,data/audio/preprocessed/17150873_DEW_LabelVR_IllWave_170113_qt_part_11.pt,1
88,data/audio/preprocessed/Google_DefendTheUser_RedTeamGo_Original_220913_Cm_124_4-4_JH_NXT_part_1.pt,1
89,data/audio/preprocessed/Google_DefendTheUser_RedTeamGo_Original_220913_Cm_124_4-4_JH_NXT_part_2.pt,1
90,data/audio/preprocessed/Google_DefendTheUser_RedTeamGo_Original_220913_Cm_124_4-4_JH_NXT_part_3.pt,1
91,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_1.pt,1
92,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_2.pt,1
93,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_3.pt,1
94,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_4.pt,1
95,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_5.pt,1
96,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_6.pt,1
97,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_7.pt,1
98,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_8.pt,1
99,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_9.pt,1
100,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_10.pt,1
101,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_11.pt,1
102,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_12.pt,1
103,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_13.pt,1
104,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_14.pt,1
105,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_15.pt,1
106,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_16.pt,1
107,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_17.pt,1
108,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_18.pt,1
109,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_19.pt,1
110,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_20.pt,1
111,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_21.pt,1
112,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_22.pt,1
113,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_23.pt,1
114,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_24.pt,1
115,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_25.pt,1
116,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_26.pt,1
117,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_27.pt,1
118,data/audio/preprocessed/17151502_SIAG_MinimalStretch_170112_qt_part_28.pt,1
119,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_1.pt,1
120,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_2.pt,1
121,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_3.pt,1
122,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_4.pt,1
123,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_5.pt,1
124,data/audio/preprocessed/Google_DefendTheUser_OperatingRoom_Orginal_220909_Cm_85_4-4_WB_NXT_part_6.pt,1
125,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_1.pt,1
126,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_2.pt,1
127,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_3.pt,1
128,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_4.pt,1
129,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_5.pt,1
130,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_6.pt,1
131,data/audio/preprocessed/Beats_Zodiac_PurpleGrit_LB_Cm_4_4_136bpm_210317_qt_part_7.pt,1
132,data/audio/preprocessed/17151118_Gravity_Intro_MUSonly_073013_qt_part_1.pt,1
133,data/audio/preprocessed/17151118_Gravity_Intro_MUSonly_073013_qt_part_2.pt,1
134,data/audio/preprocessed/17151118_Gravity_Intro_MUSonly_073013_qt_part_3.pt,1
135,data/audio/preprocessed/17151118_Gravity_Intro_MUSonly_073013_qt_part_4.pt,1
136,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_1.pt,1
137,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_2.pt,1
138,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_3.pt,1
139,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_4.pt,1
140,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_5.pt,1
141,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_6.pt,1
142,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_7.pt,1
143,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_8.pt,1
144,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_9.pt,1
145,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_10.pt,1
146,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_11.pt,1
147,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_12.pt,1
148,data/audio/preprocessed/AFSP_IntimatePosters_TormentNow_LS_160428_qt_part_13.pt,1
149,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_1.pt,1
150,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_2.pt,1
151,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_3.pt,1
152,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_4.pt,1
153,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_5.pt,1
154,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_6.pt,1
155,data/audio/preprocessed/Ally360_PlanetZeee_Orion_Original_200315_A_120_3-4_BE_NXT_part_7.pt,1
156,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_1.pt,1
157,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_2.pt,1
158,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_3.pt,1
159,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_4.pt,1
160,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_5.pt,1
161,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_6.pt,1
162,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_7.pt,1
163,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_8.pt,1
164,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_9.pt,1
165,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_10.pt,1
166,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_11.pt,1
167,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_12.pt,1
168,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_13.pt,1
169,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_14.pt,1
170,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_15.pt,1
171,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_16.pt,1
172,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_17.pt,1
173,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_18.pt,1
174,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_19.pt,1
175,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_20.pt,1
176,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_21.pt,1
177,data/audio/preprocessed/17151500_SIAG_Hover_170112_qt_part_22.pt,1
178,data/audio/preprocessed/Brahma_Agricultores_Groo_LS_Ret_part_1.pt,1
179,data/audio/preprocessed/Brahma_Agricultores_Groo_LS_Ret_part_2.pt,1
180,data/audio/preprocessed/Brahma_Agricultores_Groo_LS_Ret_part_3.pt,1
181,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_1.pt,1
182,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_2.pt,1
183,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_3.pt,1
184,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_4.pt,1
185,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_5.pt,1
186,data/audio/preprocessed/Peaches_Power_NoHurry_180221_LIB_SC_part_6.pt,1
187,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_1.pt,1
188,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_2.pt,1
189,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_3.pt,1
190,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_4.pt,1
191,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_5.pt,1
192,data/audio/preprocessed/IBM_DreamItDone_HeavyHand_Extended_180129_LibEdit_RW_191001_part_6.pt,1
193,data/audio/preprocessed/Ford_MustangThrillRide_BeyondTheDust_Original_230424_Cm_102_4-4_PB-CVV_NXT_part_1.pt,1
194,data/audio/preprocessed/Ford_MustangThrillRide_BeyondTheDust_Original_230424_Cm_102_4-4_PB-CVV_NXT_part_2.pt,1
195,data/audio/preprocessed/Ford_MustangThrillRide_BeyondTheDust_Original_230424_Cm_102_4-4_PB-CVV_NXT_part_3.pt,1
196,data/audio/preprocessed/Ford_MustangThrillRide_BeyondTheDust_Original_230424_Cm_102_4-4_PB-CVV_NXT_part_4.pt,1
197,data/audio/preprocessed/AFSP_GLOBO_Familia_MiniMall_Longa_LS_122213_2p-01_part_1.pt,1
198,data/audio/preprocessed/AFSP_GLOBO_Familia_MiniMall_Longa_LS_122213_2p-01_part_2.pt,1
199,data/audio/preprocessed/AFSP_GLOBO_Familia_MiniMall_Longa_LS_122213_2p-01_part_3.pt,1
200,data/audio/preprocessed/AFSP_GLOBO_Familia_MiniMall_Longa_LS_122213_2p-01_part_4.pt,1
201,data/audio/preprocessed/AFSP_GLOBO_Familia_MiniMall_Longa_LS_122213_2p-01_part_5.pt,1
202,data/audio/preprocessed/CUPRA_StartYourEngine_Miracles_Original_211019_Em_124_4-4_PB_part_1.pt,1
203,data/audio/preprocessed/CUPRA_StartYourEngine_Miracles_Original_211019_Em_124_4-4_PB_part_2.pt,1
204,data/audio/preprocessed/CUPRA_StartYourEngine_Miracles_Original_211019_Em_124_4-4_PB_part_3.pt,1
205,data/audio/preprocessed/CUPRA_StartYourEngine_Miracles_Original_211019_Em_124_4-4_PB_part_4.pt,1
206,data/audio/preprocessed/Nike_CollegeFootball_Gridiron_102312_WB_Dm_150_4-4_NXT_part_1.pt,1
207,data/audio/preprocessed/Nike_CollegeFootball_Gridiron_102312_WB_Dm_150_4-4_NXT_part_2.pt,1
208,data/audio/preprocessed/Nike_CollegeFootball_Gridiron_102312_WB_Dm_150_4-4_NXT_part_3.pt,1
209,data/audio/preprocessed/Nike_CollegeFootball_Gridiron_102312_WB_Dm_150_4-4_NXT_part_4.pt,1
210,data/audio/preprocessed/Nike_CollegeFootball_Gridiron_102312_WB_Dm_150_4-4_NXT_part_5.pt,1
211,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_1.pt,1
212,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_2.pt,1
213,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_3.pt,1
214,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_4.pt,1
215,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_5.pt,1
216,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_6.pt,1
217,data/audio/preprocessed/BRADY_GlassWalls_190219_LIB_WB_102_Aminjor_part_7.pt,1
218,data/audio/preprocessed/AFSP_Lenovo_Surrounded_WildGroove_160225_16h_qt_VN_part_1.pt,1
219,data/audio/preprocessed/AFSP_Lenovo_Surrounded_WildGroove_160225_16h_qt_VN_part_2.pt,1
220,data/audio/preprocessed/AFSP_Lenovo_Surrounded_WildGroove_160225_16h_qt_VN_part_3.pt,1
221,data/audio/preprocessed/AFSP_Lenovo_Surrounded_WildGroove_160225_16h_qt_VN_part_4.pt,1
222,data/audio/preprocessed/Enphase_SunShape_HelioPhillip_Original_211021_E_90_4-4_BE_NXT_part_1.pt,1
223,data/audio/preprocessed/Enphase_SunShape_HelioPhillip_Original_211021_E_90_4-4_BE_NXT_part_2.pt,1
224,data/audio/preprocessed/Enphase_SunShape_HelioPhillip_Original_211021_E_90_4-4_BE_NXT_part_3.pt,1
225,data/audio/preprocessed/Enphase_SunShape_HelioPhillip_Original_211021_E_90_4-4_BE_NXT_part_4.pt,1
226,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_1.pt,1
227,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_2.pt,1
228,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_3.pt,1
229,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_4.pt,1
230,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_5.pt,1
231,data/audio/preprocessed/AFSP_SAMSUNG_GalaxyA_SpeedingFeast_170124_qt_VN_part_6.pt,1
232,data/audio/preprocessed/102_Antfood_PigFarmer_part_1.pt,1
233,data/audio/preprocessed/102_Antfood_PigFarmer_part_2.pt,1
234,data/audio/preprocessed/102_Antfood_PigFarmer_part_3.pt,1
235,data/audio/preprocessed/102_Antfood_PigFarmer_part_4.pt,1
236,data/audio/preprocessed/102_Antfood_PigFarmer_part_5.pt,1
237,data/audio/preprocessed/17151019_Gillette_Moonraker_Spang_160502_qt_part_1.pt,1
238,data/audio/preprocessed/17151019_Gillette_Moonraker_Spang_160502_qt_part_2.pt,1
239,data/audio/preprocessed/17151019_Gillette_Moonraker_Spang_160502_qt_part_3.pt,1
240,data/audio/preprocessed/17151019_Gillette_Moonraker_Spang_160502_qt_part_4.pt,1
241,data/audio/preprocessed/20-3190_LIC_Fila_Filme_GuiAraujo_OneFoot_LB_Gm_4_4_95bpm_210302_qt_part_1.pt,1
242,data/audio/preprocessed/20-3190_LIC_Fila_Filme_GuiAraujo_OneFoot_LB_Gm_4_4_95bpm_210302_qt_part_2.pt,1
243,data/audio/preprocessed/20-3190_LIC_Fila_Filme_GuiAraujo_OneFoot_LB_Gm_4_4_95bpm_210302_qt_part_3.pt,1
244,data/audio/preprocessed/17151013_Gilette_Moonraker_5Miles_160502_qt_part_1.pt,1
245,data/audio/preprocessed/17151013_Gilette_Moonraker_5Miles_160502_qt_part_2.pt,1
246,data/audio/preprocessed/17151013_Gilette_Moonraker_5Miles_160502_qt_part_3.pt,1
247,data/audio/preprocessed/17151013_Gilette_Moonraker_5Miles_160502_qt_part_4.pt,1
248,data/audio/preprocessed/Carnival_SwaggerBoatTrilledUp_171110_np_part_1.pt,1
249,data/audio/preprocessed/Carnival_SwaggerBoatTrilledUp_171110_np_part_2.pt,1
250,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_1.pt,1
251,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_2.pt,1
252,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_3.pt,1
253,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_4.pt,1
254,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_5.pt,1
255,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_6.pt,1
256,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_7.pt,1
257,data/audio/preprocessed/17150681_AICP_2017Titles_Blausee_part_8.pt,1
258,data/audio/preprocessed/BritishArmy_Emotions_Bayleaf_MUS_180213_LIB_YE_part_1.pt,1
259,data/audio/preprocessed/BritishArmy_Emotions_Bayleaf_MUS_180213_LIB_YE_part_2.pt,1
260,data/audio/preprocessed/BritishArmy_Emotions_Bayleaf_MUS_180213_LIB_YE_part_3.pt,1
261,data/audio/preprocessed/BritishArmy_Emotions_Bayleaf_MUS_180213_LIB_YE_part_4.pt,1
262,data/audio/preprocessed/BritishArmy_Emotions_Bayleaf_MUS_180213_LIB_YE_part_5.pt,1
263,data/audio/preprocessed/BattlescarVR_BackgroundDrumFill_171220_LIB_WB_part_1.pt,1
264,data/audio/preprocessed/BattlescarVR_BackgroundDrumFill_171220_LIB_WB_part_2.pt,1
265,data/audio/preprocessed/AFSP_TNT_UFC_TheGiantBeast_141212_qt_VN_part_1.pt,1
266,data/audio/preprocessed/AFSP_TNT_UFC_TheGiantBeast_141212_qt_VN_part_2.pt,1
267,data/audio/preprocessed/AFSP_TNT_UFC_TheGiantBeast_141212_qt_VN_part_3.pt,1
