audio_path,temp
data/split_audio/01_Rocket_And_The_Ghost_Albuquerque_11.5.14_part_29.wav,65
data/split_audio/01_Spiderhands_6.6.13_part_1.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_2.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_3.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_4.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_5.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_6.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_7.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_8.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_9.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_10.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_11.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_12.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_13.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_14.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_15.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_16.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_17.wav,83
data/split_audio/01_Spiderhands_6.6.13_part_18.wav,83
data/split_audio/02_1981_6.6.13_part_1.wav,82
data/split_audio/02_1981_6.6.13_part_2.wav,82
data/split_audio/02_1981_6.6.13_part_3.wav,82
data/split_audio/02_1981_6.6.13_part_4.wav,82
data/split_audio/02_1981_6.6.13_part_5.wav,82
data/split_audio/02_1981_6.6.13_part_6.wav,82
data/split_audio/02_1981_6.6.13_part_7.wav,82
data/split_audio/02_1981_6.6.13_part_8.wav,82
data/split_audio/02_1981_6.6.13_part_9.wav,82
data/split_audio/02_1981_6.6.13_part_10.wav,82
data/split_audio/02_1981_6.6.13_part_11.wav,82
data/split_audio/02_1981_6.6.13_part_12.wav,82
data/split_audio/02_1981_6.6.13_part_13.wav,82
data/split_audio/02_1981_6.6.13_part_14.wav,82
data/split_audio/02_1981_6.6.13_part_15.wav,82
data/split_audio/02_1981_6.6.13_part_16.wav,82
data/split_audio/02_1981_6.6.13_part_17.wav,82
data/split_audio/02_1981_6.6.13_part_18.wav,82
data/split_audio/02_1981_6.6.13_part_19.wav,82
data/split_audio/02_1981_6.6.13_part_20.wav,82
data/split_audio/02_1981_6.6.13_part_21.wav,82
data/split_audio/02_1981_6.6.13_part_22.wav,82
data/split_audio/02_1981_6.6.13_part_23.wav,82
data/split_audio/02_1981_6.6.13_part_24.wav,82
data/split_audio/02_1981_6.6.13_part_25.wav,82
data/split_audio/02_1981_6.6.13_part_26.wav,82
data/split_audio/02_1981_6.6.13_part_27.wav,82
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_1.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_2.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_3.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_4.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_5.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_6.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_7.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_8.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_9.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_10.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_11.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_12.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_13.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_14.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_15.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_16.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_17.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_18.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_19.wav,85
data/split_audio/02_Rocket_And_The_Ghost_Come_In_From_The_Outside_11.5.14_part_20.wav,85
data/split_audio/03_Brighton_6.6.13_part_1.wav,87
data/split_audio/03_Brighton_6.6.13_part_2.wav,87
data/split_audio/03_Brighton_6.6.13_part_3.wav,87
data/split_audio/03_Brighton_6.6.13_part_4.wav,87
data/split_audio/03_Brighton_6.6.13_part_5.wav,87
data/split_audio/03_Brighton_6.6.13_part_6.wav,87
data/split_audio/03_Brighton_6.6.13_part_7.wav,87
data/split_audio/03_Brighton_6.6.13_part_8.wav,87
data/split_audio/03_Brighton_6.6.13_part_9.wav,87
data/split_audio/03_Brighton_6.6.13_part_10.wav,87
data/split_audio/03_Brighton_6.6.13_part_11.wav,87
data/split_audio/03_Brighton_6.6.13_part_12.wav,87
data/split_audio/03_Brighton_6.6.13_part_13.wav,87
data/split_audio/03_Brighton_6.6.13_part_14.wav,87
data/split_audio/03_Brighton_6.6.13_part_15.wav,87
data/split_audio/03_Brighton_6.6.13_part_16.wav,87
data/split_audio/03_Brighton_6.6.13_part_17.wav,87
data/split_audio/03_Brighton_6.6.13_part_18.wav,87
data/split_audio/03_Brighton_6.6.13_part_19.wav,87
data/split_audio/03_Brighton_6.6.13_part_20.wav,87
data/split_audio/03_Brighton_6.6.13_part_21.wav,87
data/split_audio/03_Brighton_6.6.13_part_22.wav,87
data/split_audio/03_Brighton_6.6.13_part_23.wav,87
data/split_audio/03_Brighton_6.6.13_part_24.wav,87
data/split_audio/03_Brighton_6.6.13_part_25.wav,87
data/split_audio/04_Ghosts_6.6.13_part_1.wav,82
data/split_audio/04_Ghosts_6.6.13_part_2.wav,82
data/split_audio/04_Ghosts_6.6.13_part_3.wav,82
data/split_audio/04_Ghosts_6.6.13_part_4.wav,82
data/split_audio/04_Ghosts_6.6.13_part_5.wav,82
data/split_audio/04_Ghosts_6.6.13_part_6.wav,82
data/split_audio/04_Ghosts_6.6.13_part_7.wav,82
data/split_audio/04_Ghosts_6.6.13_part_8.wav,82
data/split_audio/04_Ghosts_6.6.13_part_9.wav,82
data/split_audio/04_Ghosts_6.6.13_part_10.wav,82
data/split_audio/04_Ghosts_6.6.13_part_11.wav,82
data/split_audio/04_Ghosts_6.6.13_part_12.wav,82
data/split_audio/04_Ghosts_6.6.13_part_13.wav,82
data/split_audio/04_Ghosts_6.6.13_part_14.wav,82
data/split_audio/04_Ghosts_6.6.13_part_15.wav,82
data/split_audio/04_Ghosts_6.6.13_part_16.wav,82
data/split_audio/04_Ghosts_6.6.13_part_17.wav,82
data/split_audio/04_Ghosts_6.6.13_part_18.wav,82
data/split_audio/04_Ghosts_6.6.13_part_19.wav,82
data/split_audio/04_Ghosts_6.6.13_part_20.wav,82
data/split_audio/04_Ghosts_6.6.13_part_21.wav,82
data/split_audio/04_Ghosts_6.6.13_part_22.wav,82
data/split_audio/04_Ghosts_6.6.13_part_23.wav,82
data/split_audio/04_Ghosts_6.6.13_part_24.wav,82
data/split_audio/04_Ghosts_6.6.13_part_25.wav,82
data/split_audio/04_Ghosts_6.6.13_part_26.wav,82
data/split_audio/04_Ghosts_6.6.13_part_27.wav,82
data/split_audio/04_Ghosts_6.6.13_part_28.wav,82
data/split_audio/04_Ghosts_6.6.13_part_29.wav,82
data/split_audio/05_Ipanema_6.6.13_part_1.wav,34
data/split_audio/05_Ipanema_6.6.13_part_2.wav,34
data/split_audio/05_Ipanema_6.6.13_part_3.wav,34
data/split_audio/05_Ipanema_6.6.13_part_4.wav,34
data/split_audio/05_Ipanema_6.6.13_part_5.wav,34
data/split_audio/05_Ipanema_6.6.13_part_6.wav,34
data/split_audio/05_Ipanema_6.6.13_part_7.wav,34
data/split_audio/05_Ipanema_6.6.13_part_8.wav,34
data/split_audio/05_Ipanema_6.6.13_part_9.wav,34
data/split_audio/05_Ipanema_6.6.13_part_10.wav,34
data/split_audio/05_Ipanema_6.6.13_part_11.wav,34
data/split_audio/05_Ipanema_6.6.13_part_12.wav,34
data/split_audio/05_Ipanema_6.6.13_part_13.wav,34
data/split_audio/05_Ipanema_6.6.13_part_14.wav,34
data/split_audio/05_Ipanema_6.6.13_part_15.wav,34
data/split_audio/05_Ipanema_6.6.13_part_16.wav,34
data/split_audio/05_Ipanema_6.6.13_part_17.wav,34
data/split_audio/05_Ipanema_6.6.13_part_18.wav,34
data/split_audio/05_Ipanema_6.6.13_part_19.wav,34
data/split_audio/05_Ipanema_6.6.13_part_20.wav,34
data/split_audio/05_Ipanema_6.6.13_part_21.wav,34
data/split_audio/05_Ipanema_6.6.13_part_22.wav,34
data/split_audio/05_Ipanema_6.6.13_part_23.wav,34
data/split_audio/05_Ipanema_6.6.13_part_24.wav,34
data/split_audio/05_Ipanema_6.6.13_part_25.wav,34
data/split_audio/05_Ipanema_6.6.13_part_26.wav,34
data/split_audio/05_Ipanema_6.6.13_part_27.wav,34
data/split_audio/06_The_Weather_6.6.13_part_1.wav,85
data/split_audio/06_The_Weather_6.6.13_part_2.wav,85
data/split_audio/06_The_Weather_6.6.13_part_3.wav,85
data/split_audio/06_The_Weather_6.6.13_part_4.wav,85
data/split_audio/06_The_Weather_6.6.13_part_5.wav,85
data/split_audio/06_The_Weather_6.6.13_part_6.wav,85
data/split_audio/06_The_Weather_6.6.13_part_7.wav,85
data/split_audio/06_The_Weather_6.6.13_part_8.wav,85
data/split_audio/06_The_Weather_6.6.13_part_9.wav,85
data/split_audio/06_The_Weather_6.6.13_part_10.wav,85
data/split_audio/06_The_Weather_6.6.13_part_11.wav,85
data/split_audio/06_The_Weather_6.6.13_part_12.wav,85
data/split_audio/06_The_Weather_6.6.13_part_13.wav,85
data/split_audio/06_The_Weather_6.6.13_part_14.wav,85
data/split_audio/06_The_Weather_6.6.13_part_15.wav,85
data/split_audio/06_The_Weather_6.6.13_part_16.wav,85
data/split_audio/06_The_Weather_6.6.13_part_17.wav,85
data/split_audio/06_The_Weather_6.6.13_part_18.wav,85
data/split_audio/06_The_Weather_6.6.13_part_19.wav,85
data/split_audio/06_The_Weather_6.6.13_part_20.wav,85
data/split_audio/06_The_Weather_6.6.13_part_21.wav,85
data/split_audio/06_The_Weather_6.6.13_part_22.wav,85
data/split_audio/06_The_Weather_6.6.13_part_23.wav,85
data/split_audio/06_The_Weather_6.6.13_part_24.wav,85
data/split_audio/06_The_Weather_6.6.13_part_25.wav,85
data/split_audio/06_The_Weather_6.6.13_part_26.wav,85
data/split_audio/07_Copycat_6.6.13_part_1.wav,85
data/split_audio/07_Copycat_6.6.13_part_2.wav,85
data/split_audio/07_Copycat_6.6.13_part_3.wav,85
data/split_audio/07_Copycat_6.6.13_part_4.wav,85
data/split_audio/07_Copycat_6.6.13_part_5.wav,85
data/split_audio/07_Copycat_6.6.13_part_6.wav,85
data/split_audio/07_Copycat_6.6.13_part_7.wav,85
data/split_audio/07_Copycat_6.6.13_part_8.wav,85
data/split_audio/07_Copycat_6.6.13_part_9.wav,85
data/split_audio/07_Copycat_6.6.13_part_10.wav,85
data/split_audio/07_Copycat_6.6.13_part_11.wav,85
data/split_audio/07_Copycat_6.6.13_part_12.wav,85
data/split_audio/07_Copycat_6.6.13_part_13.wav,85
data/split_audio/07_Copycat_6.6.13_part_14.wav,85
data/split_audio/07_Copycat_6.6.13_part_15.wav,85
data/split_audio/07_Copycat_6.6.13_part_16.wav,85
data/split_audio/07_Copycat_6.6.13_part_17.wav,85
data/split_audio/07_Copycat_6.6.13_part_18.wav,85
data/split_audio/07_Copycat_6.6.13_part_19.wav,85
data/split_audio/07_Copycat_6.6.13_part_20.wav,85
data/split_audio/07_Copycat_6.6.13_part_21.wav,85
data/split_audio/07_Copycat_6.6.13_part_22.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_1.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_2.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_3.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_4.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_5.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_6.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_7.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_8.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_9.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_10.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_11.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_12.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_13.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_14.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_15.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_16.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_17.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_18.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_19.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_20.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_21.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_22.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_23.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_24.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_25.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_26.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_27.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_28.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_29.wav,85
data/split_audio/08_Love_On_Division_6.6.13_part_30.wav,85
data/split_audio/8OClockCoffee_FortyEightHourBlend_MUS_180831_LIB_SC_part_1.wav,76
data/split_audio/8OClockCoffee_FortyEightHourBlend_MUS_180831_LIB_SC_part_2.wav,76
data/split_audio/8OClockCoffee_FortyEightHourBlend_MUS_180831_LIB_SC_part_3.wav,76
data/split_audio/8OClockCoffee_FortyEightHourBlend_MUS_180831_LIB_SC_part_4.wav,76
data/split_audio/8OClockCoffee_RebirthOfClass_Clean_180831_WB_LIB_1_part_1.wav,85
data/split_audio/8OClockCoffee_RebirthOfClass_Clean_180831_WB_LIB_1_part_2.wav,85
data/split_audio/8OClockCoffee_RebirthOfClass_Clean_180831_WB_LIB_1_part_3.wav,85
data/split_audio/8OClockCoffee_RebirthOfClass_Dusty_180831_WB_LIB_2_part_1.wav,85
data/split_audio/8OClockCoffee_RebirthOfClass_Dusty_180831_WB_LIB_2_part_2.wav,85
data/split_audio/8OClockCoffee_RebirthOfClass_Dusty_180831_WB_LIB_2_part_3.wav,85
data/split_audio/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH_part_1.wav,100
data/split_audio/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH_part_2.wav,100
data/split_audio/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH_part_3.wav,100
data/split_audio/8OClockCoffee_ThePowerOfCoffee_Sunflowerfields_30s_181026_LIB_DH_part_4.wav,100
data/split_audio/09_The_Dons_6.6.13_part_1.wav,55
data/split_audio/09_The_Dons_6.6.13_part_2.wav,55
data/split_audio/09_The_Dons_6.6.13_part_3.wav,55
data/split_audio/09_The_Dons_6.6.13_part_4.wav,55
data/split_audio/09_The_Dons_6.6.13_part_5.wav,55
data/split_audio/09_The_Dons_6.6.13_part_6.wav,55
data/split_audio/09_The_Dons_6.6.13_part_7.wav,55
data/split_audio/09_The_Dons_6.6.13_part_8.wav,55
data/split_audio/09_The_Dons_6.6.13_part_9.wav,55
data/split_audio/09_The_Dons_6.6.13_part_10.wav,55
data/split_audio/09_The_Dons_6.6.13_part_11.wav,55
data/split_audio/09_The_Dons_6.6.13_part_12.wav,55
data/split_audio/09_The_Dons_6.6.13_part_13.wav,55
data/split_audio/09_The_Dons_6.6.13_part_14.wav,55
data/split_audio/09_The_Dons_6.6.13_part_15.wav,55
data/split_audio/09_The_Dons_6.6.13_part_16.wav,55
data/split_audio/09_The_Dons_6.6.13_part_17.wav,55
data/split_audio/09_The_Dons_6.6.13_part_18.wav,55
data/split_audio/09_The_Dons_6.6.13_part_19.wav,55
data/split_audio/09_The_Dons_6.6.13_part_20.wav,55
data/split_audio/09_The_Dons_6.6.13_part_21.wav,55
data/split_audio/09_The_Dons_6.6.13_part_22.wav,55
data/split_audio/09_The_Dons_6.6.13_part_23.wav,55
data/split_audio/09_The_Dons_6.6.13_part_24.wav,55
data/split_audio/09_The_Dons_6.6.13_part_25.wav,55
data/split_audio/09_The_Dons_6.6.13_part_26.wav,55
data/split_audio/09_The_Dons_6.6.13_part_27.wav,55
data/split_audio/09_The_Dons_6.6.13_part_28.wav,55
data/split_audio/09_The_Dons_6.6.13_part_29.wav,55
data/split_audio/09_The_Dons_6.6.13_part_30.wav,55
data/split_audio/09_The_Dons_6.6.13_part_31.wav,55
data/split_audio/09_The_Dons_6.6.13_part_32.wav,55
data/split_audio/09_The_Dons_6.6.13_part_33.wav,55
data/split_audio/09_The_Dons_6.6.13_part_34.wav,55
data/split_audio/09_The_Dons_6.6.13_part_35.wav,55
data/split_audio/100_Antfood_Heels_part_1.wav,64
data/split_audio/100_Antfood_Heels_part_2.wav,64
data/split_audio/100_Antfood_Heels_part_3.wav,64
data/split_audio/100_Antfood_Heels_part_4.wav,64
data/split_audio/100_Antfood_Heels_part_5.wav,64
data/split_audio/100_Antfood_Heels_part_6.wav,64
data/split_audio/101_Antfood_HouseOnAHill_A_part_1.wav,15
data/split_audio/101_Antfood_HouseOnAHill_A_part_2.wav,15
data/split_audio/101_Antfood_HouseOnAHill_A_part_3.wav,15
data/split_audio/101_Antfood_HouseOnAHill_A_part_4.wav,15
data/split_audio/101_Antfood_HouseOnAHill_A_part_5.wav,15
data/split_audio/101_Antfood_HouseOnAHill_B_part_1.wav,15
data/split_audio/101_Antfood_HouseOnAHill_B_part_2.wav,15
data/split_audio/101_Antfood_HouseOnAHill_B_part_3.wav,15
data/split_audio/101_Antfood_HouseOnAHill_B_part_4.wav,15
data/split_audio/101_Antfood_HouseOnAHill_B_part_5.wav,15
data/split_audio/102_Antfood_PigFarmer_part_1.wav,21
data/split_audio/102_Antfood_PigFarmer_part_2.wav,21
data/split_audio/102_Antfood_PigFarmer_part_3.wav,21
data/split_audio/102_Antfood_PigFarmer_part_4.wav,21
data/split_audio/102_Antfood_PigFarmer_part_5.wav,21
data/split_audio/103_Antfood_Dimly_part_1.wav,35
data/split_audio/103_Antfood_Dimly_part_2.wav,35
data/split_audio/103_Antfood_Dimly_part_3.wav,35
data/split_audio/103_Antfood_Dimly_part_4.wav,35
data/split_audio/103_Antfood_Dimly_part_5.wav,35
data/split_audio/104_Antfood_FallDay_part_1.wav,90
data/split_audio/104_Antfood_FallDay_part_2.wav,90
data/split_audio/104_Antfood_FallDay_part_3.wav,90
data/split_audio/104_Antfood_FallDay_part_4.wav,90
data/split_audio/104_Antfood_FallDay_part_5.wav,90
data/split_audio/105_Antfood_FilthyRich_A_part_1.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_2.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_3.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_4.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_5.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_6.wav,40
data/split_audio/105_Antfood_FilthyRich_A_part_7.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_1.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_2.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_3.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_4.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_5.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_6.wav,40
data/split_audio/105_Antfood_FilthyRich_B_part_7.wav,40
data/split_audio/106_Antfood_NightDesert_part_1.wav,48
data/split_audio/106_Antfood_NightDesert_part_2.wav,48
data/split_audio/106_Antfood_NightDesert_part_3.wav,48
data/split_audio/106_Antfood_NightDesert_part_4.wav,48
data/split_audio/107_Antfood_EmptySun_part_1.wav,76
data/split_audio/107_Antfood_EmptySun_part_2.wav,76
data/split_audio/107_Antfood_EmptySun_part_3.wav,76
data/split_audio/107_Antfood_EmptySun_part_4.wav,76
data/split_audio/108_Antfood_SwissCheeseBaby_part_1.wav,72
data/split_audio/108_Antfood_SwissCheeseBaby_part_2.wav,72
data/split_audio/108_Antfood_SwissCheeseBaby_part_3.wav,72
data/split_audio/108_Antfood_SwissCheeseBaby_part_4.wav,72
data/split_audio/110_Antfood_MaryCarlos_part_1.wav,85
data/split_audio/110_Antfood_MaryCarlos_part_2.wav,85
data/split_audio/110_Antfood_MaryCarlos_part_3.wav,85
data/split_audio/110_Antfood_MaryCarlos_part_4.wav,85
data/split_audio/110_Antfood_MaryCarlos_part_5.wav,85
data/split_audio/110_Antfood_MaryCarlos_part_6.wav,85
data/split_audio/111_Antfood_Betelgeuse_part_1.wav,76
data/split_audio/111_Antfood_Betelgeuse_part_2.wav,76
data/split_audio/111_Antfood_Betelgeuse_part_3.wav,76
data/split_audio/112_Antfood_Habana_A_part_1.wav,76
data/split_audio/112_Antfood_Habana_A_part_2.wav,76
data/split_audio/112_Antfood_Habana_A_part_3.wav,76
data/split_audio/112_Antfood_Habana_A_part_4.wav,76
data/split_audio/112_Antfood_Habana_B_part_1.wav,76
data/split_audio/112_Antfood_Habana_B_part_2.wav,76
data/split_audio/112_Antfood_Habana_B_part_3.wav,76
data/split_audio/112_Antfood_Habana_B_part_4.wav,76
data/split_audio/112_Antfood_Habana_B_part_5.wav,76
data/split_audio/112_Antfood_Habana_B_part_6.wav,76
data/split_audio/113_Antfood_MarbleHalls_part_1.wav,71
data/split_audio/113_Antfood_MarbleHalls_part_2.wav,71
data/split_audio/113_Antfood_MarbleHalls_part_3.wav,71
data/split_audio/113_Antfood_MarbleHalls_part_4.wav,71
data/split_audio/113_Antfood_MarbleHalls_part_5.wav,71
data/split_audio/114_Antfood_PontePreta_part_1.wav,35
data/split_audio/114_Antfood_PontePreta_part_2.wav,35
data/split_audio/114_Antfood_PontePreta_part_3.wav,35
data/split_audio/114_Antfood_PontePreta_part_4.wav,35
data/split_audio/115_Antfood_RomperRoom_part_1.wav,15
data/split_audio/115_Antfood_RomperRoom_part_2.wav,15
data/split_audio/115_Antfood_RomperRoom_part_3.wav,15
data/split_audio/115_Antfood_RomperRoom_part_4.wav,15
data/split_audio/115_Antfood_RomperRoom_part_5.wav,15
data/split_audio/115_Antfood_RomperRoom_part_6.wav,15
data/split_audio/115_Antfood_RomperRoom_part_7.wav,15
data/split_audio/115_Antfood_RomperRoom_part_8.wav,15
data/split_audio/115_Antfood_RomperRoom_part_9.wav,15
data/split_audio/115_Antfood_RomperRoom_part_10.wav,15
data/split_audio/115_Antfood_RomperRoom_part_11.wav,15
data/split_audio/115_Antfood_RomperRoom_part_12.wav,15
data/split_audio/115_Antfood_RomperRoom_part_13.wav,15
data/split_audio/115_Antfood_RomperRoom_part_14.wav,15
data/split_audio/115_Antfood_RomperRoom_part_15.wav,15
data/split_audio/115_Antfood_RomperRoom_part_16.wav,15
data/split_audio/116_Antfood_Honey_part_1.wav,85
data/split_audio/116_Antfood_Honey_part_2.wav,85
data/split_audio/116_Antfood_Honey_part_3.wav,85
data/split_audio/116_Antfood_Honey_part_4.wav,85
data/split_audio/116_Antfood_Honey_part_5.wav,85
data/split_audio/116_Antfood_Honey_part_6.wav,85
data/split_audio/117_Antfood_LakeSuperior_A_part_1.wav,87
data/split_audio/117_Antfood_LakeSuperior_A_part_2.wav,87
data/split_audio/117_Antfood_LakeSuperior_A_part_3.wav,87
data/split_audio/117_Antfood_LakeSuperior_A_part_4.wav,87
data/split_audio/117_Antfood_LakeSuperior_B_part_1.wav,82
data/split_audio/117_Antfood_LakeSuperior_B_part_2.wav,82
data/split_audio/117_Antfood_LakeSuperior_B_part_3.wav,82
data/split_audio/117_Antfood_LakeSuperior_B_part_4.wav,82
data/split_audio/118_Antfood_MoogAria_part_1.wav,68
data/split_audio/118_Antfood_MoogAria_part_2.wav,68
data/split_audio/118_Antfood_MoogAria_part_3.wav,68
data/split_audio/119_Antfood_Roboland_part_1.wav,57
data/split_audio/119_Antfood_Roboland_part_2.wav,57
data/split_audio/119_Antfood_Roboland_part_3.wav,57
data/split_audio/119_Antfood_Roboland_part_4.wav,57
data/split_audio/120_Antfood_Squared_part_1.wav,85
data/split_audio/120_Antfood_Squared_part_2.wav,85
data/split_audio/120_Antfood_Squared_part_3.wav,85
