Filename,Recording_S3_LocationLink,Streamable_S3_Key,Recordings,temp
130_Antfood_DoctorPants.wav,https://betterproblems-production-originals.s3.amazonaws.com/130_Antfood_DoctorPants.wav,cMjDh7hahDgndOiEd3cWardVgQfsjdjp.mp3,Doctor Pants (Original),68
131_Antfood_Boots_A.wav,https://betterproblems-production-originals.s3.amazonaws.com/131_Antfood_Boots_A.wav,cgj1cRh1eEfTiri7cdfZayc7dHetdyig.mp3,Boots (Instrumental),61
131_Antfood_Boots_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/131_Antfood_Boots_B.wav,gMjzagbrhAfta7dXiKecjYemhib2i4a3.mp3,Boots (Female Vocals),61
132_Antfood_YouKnowIWantYou.wav,https://betterproblems-production-originals.s3.amazonaws.com/132_Antfood_YouKnowIWantYou.wav,d4g7aXePhVdehddiaBfRhLfVir.mp3,You Know I Want You (Original),35
133_Antfood_Chinelas.wav,https://betterproblems-production-originals.s3.amazonaws.com/133_Antfood_Chinelas.wav,claNiIgeiHjNeOawd2hUcbfHiVjAgOej.mp3,Chinelas (Original),61
135_Antfood_Crumbs.wav,https://betterproblems-production-originals.s3.amazonaws.com/135_Antfood_Crumbs.wav,b1iPeIird1jJbYcGfEc4jKbrgBdgiNdF.mp3,Crumbs (Long),90
Golden_Lucky:Fuel_Achieve_Original_060308_F_150_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/Golden_Lucky%3AFuel_Achieve_Original_060308_F_150_4-4_WB_NXT.wav,jeh6cBebe8gnarc5jmbRaCcPgZcvjY.mp3,Achieve (Original),58
137_Antfood_PartyPeople.wav,https://betterproblems-production-originals.s3.amazonaws.com/137_Antfood_PartyPeople.wav,eoeucbfvhAbEj4gbgXfeeXfpdbdOe7.mp3,Party People (Original),66
138_Antfood_Grapefruit.wav,https://betterproblems-production-originals.s3.amazonaws.com/138_Antfood_Grapefruit.wav,gdjtiLcidHiehsjyiVe1jRbaildYd5gf.mp3,Grapefruit (Original),82
140_Antfood_Slippers.wav,https://betterproblems-production-originals.s3.amazonaws.com/140_Antfood_Slippers.wav,gibmjmabbKibjviTenjiaCaza9adjlfR.mp3,Slippers (Original),86
141_Antfood_OldFriends_LIBEDIT_FIXEND_RW_190626.wav,https://betterproblems-production-originals.s3.amazonaws.com/141_Antfood_OldFriends_LIBEDIT_FIXEND_RW_190626.wav,dyciePdsgqexjzdEjKbmdEh3bkdVeqdp.mp3,Old Friends (Original),85
142_Antfood_SundayPaper.wav,https://betterproblems-production-originals.s3.amazonaws.com/142_Antfood_SundayPaper.wav,gvhSfXhvetdFhIcKfNiGgzgmbdbdjxgq.mp3,Sunday Paper (Original),74
143_Antfood_Route39_A.wav,https://betterproblems-production-originals.s3.amazonaws.com/143_Antfood_Route39_A.wav,dPiMe8gXhgeucAj1gDe3hAb1f5hdcEhq.mp3,Route 39 (A),64
143_Antfood_Route39_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/143_Antfood_Route39_B.wav,eldxhUaRahcLdubRbGfthzenijg7fuco.mp3,Route 39 (B),64
145_Antfood_GhostTown.wav,https://betterproblems-production-originals.s3.amazonaws.com/145_Antfood_GhostTown.wav,eegyhagNcZcwaVgJhVhcdpffepjMhaj4.mp3,Ghost Town (Original),44
146_Antfood_PerpetualMotion.wav,https://betterproblems-production-originals.s3.amazonaws.com/146_Antfood_PerpetualMotion.wav,cCfRcvaVfpaVdPckd8alaViHbHcOdKjG.mp3,Perpetual Motion (Original),35
147_Antfood_TickTock.wav,https://betterproblems-production-originals.s3.amazonaws.com/147_Antfood_TickTock.wav,j9gidzivgFjJbwd4gjgod8aAacjZab.mp3,Tick Tock (Original),97
148_Antfood_ProfessorBill.wav,https://betterproblems-production-originals.s3.amazonaws.com/148_Antfood_ProfessorBill.wav,bbb8gLjuiabkggagcvjDdigFhydxe9cd.mp3,Professor Bill (Original),72
149_Antfood_Ogres.wav,https://betterproblems-production-originals.s3.amazonaws.com/149_Antfood_Ogres.wav,cSbueciXhYgSj7iRiyfwgGiEjUjMc2ig.mp3,Ogres (Original),47
150_Amway_FairyTale_012210_LIBEDIT_FIXEND_RW_190626.wav,https://betterproblems-production-originals.s3.amazonaws.com/150_Amway_FairyTale_012210_LIBEDIT_FIXEND_RW_190626.wav,bKjqc4hXgNiWioi7blergbhGh7hPehfL.mp3,Lucid Fable (Original),78
151_Antfood_ThatsHot.wav,https://betterproblems-production-originals.s3.amazonaws.com/151_Antfood_ThatsHot.wav,i6bCexhGgmbVd2hpi4i8cdj2hdh3dNaY.mp3,That's Hot (Original),52
155_Antfood_Espanhola.wav,https://betterproblems-production-originals.s3.amazonaws.com/155_Antfood_Espanhola.wav,ftdce1aIcQepcnahbPjje7hnfkbqgNdx.mp3,Espanhola (Original),77
156_Antfood_Fidelidade.wav,https://betterproblems-production-originals.s3.amazonaws.com/156_Antfood_Fidelidade.wav,iRaDewhkaMg7arbMhXcJb3c9hbf5aO.mp3,Fidelidade (Original),75
157_Antfood_Forrozao.wav,https://betterproblems-production-originals.s3.amazonaws.com/157_Antfood_Forrozao.wav,h1gzdOfJbtg3jBbEfLhJihdecidQeFev.mp3,Forrozão (Original),57
161_Antfood_Rikki.wav,https://betterproblems-production-originals.s3.amazonaws.com/161_Antfood_Rikki.wav,byi6gZbpcDb1fDhZdPfAjzfHhmbQiGi3.mp3,Rikki (Original),75
162_Antfood_Sacudin.wav,https://betterproblems-production-originals.s3.amazonaws.com/162_Antfood_Sacudin.wav,hngMcObZjygMb7eXcidgaSfRimbucjbd.mp3,Sacudin (Original),70
163_Antfood_ElusiveBeats.wav,https://betterproblems-production-originals.s3.amazonaws.com/163_Antfood_ElusiveBeats.wav,fpagagiNhwf8hgf4bqaxcXayeChKf4eq.mp3,Elusive Beats (Original),66
164_Antfood_FamilyTime.wav,https://betterproblems-production-originals.s3.amazonaws.com/164_Antfood_FamilyTime.wav,gJdCebgTcXbCcNjXdBeGaVbKeTaEc3ea.mp3,Family Time (Original),66
165_Antfood_JustBecause.wav,https://betterproblems-production-originals.s3.amazonaws.com/165_Antfood_JustBecause.wav,draXbreAicdAhNieioa3ebgsiCiC.mp3,Just Because (Original),70
167_Antfood_HappyClaps.wav,https://betterproblems-production-originals.s3.amazonaws.com/167_Antfood_HappyClaps.wav,dLcuedjtjGcogAiqfBgzhtf1hhfpauab.mp3,Happy Claps (Original),78
168_Antfood_ReXmas.wav,https://betterproblems-production-originals.s3.amazonaws.com/168_Antfood_ReXmas.wav,gvg1eDiza3cKf7h7b7arcPeujjddcthE.mp3,Re Xmas (Original),59
170_Antfood_Sweaters.wav,https://betterproblems-production-originals.s3.amazonaws.com/170_Antfood_Sweaters.wav,duaHiUeMctf3bXcdgUgwcAf2jfjldzjv.mp3,Sweaters (Original),76
171_Antfood_LittleRock.wav,https://betterproblems-production-originals.s3.amazonaws.com/171_Antfood_LittleRock.wav,gGaZeNjIabiyiAg6imiEbJaVa4c3gpeP.mp3,Little Rock (Original),78
172_Antfood_OrangeAndBlue.wav,https://betterproblems-production-originals.s3.amazonaws.com/172_Antfood_OrangeAndBlue.wav,idjKcCaObJcEinbCgDbKhjhqgmi2axiG.mp3,Orange And Blue (Original),75
173_Antfood_Cheer.wav,https://betterproblems-production-originals.s3.amazonaws.com/173_Antfood_Cheer.wav,gAd5iAbbjGcnh7iGhgbAdnhQdZhna7bi.mp3,Cheer (Original),76
174_Antfood_Fling.wav,https://betterproblems-production-originals.s3.amazonaws.com/174_Antfood_Fling.wav,gngyiIbYeUbQere5i3b6ivgeifcXgBhW.mp3,Fling (Original),15
UnknownClient_UnknownProject_Shadow_Original_221011_D_120_4-4_WB_NXT.wav,https://betterproblems-production-originals.s3.amazonaws.com/UnknownClient_UnknownProject_Shadow_Original_221011_D_120_4-4_WB_NXT.wav,i7iwjvdajvi2btgxhYdXbecniJdTiujR.mp3,Shadow (Original),34
176_Antfood_Times.wav,https://betterproblems-production-originals.s3.amazonaws.com/176_Antfood_Times.wav,iegka8bXhFiuaheWhqc2dQfOeBj4ih.mp3,Times (Original),86
178_Antfood_Perry.wav,https://betterproblems-production-originals.s3.amazonaws.com/178_Antfood_Perry.wav,bPgbbkd8epjdfgjxbXd9eTiBcbbHbzic.mp3,Perry (30s),85
179_Antfood_SurfKid.wav,https://betterproblems-production-originals.s3.amazonaws.com/179_Antfood_SurfKid.wav,gqeMcwbNhudQaKfSb4jbjvafeygHh3fT.mp3,Surf Kid (30s),76
FIVE_DIRTYTOES_080916_FIXEND_RW_190711.wav,https://betterproblems-production-originals.s3.amazonaws.com/FIVE_DIRTYTOES_080916_FIXEND_RW_190711.wav,bSeggiiLb8eQeBexfxbujujebxhyitay.mp3,Dirty Toes (Original),38
190_Antfood_StrangeNight.wav,https://betterproblems-production-originals.s3.amazonaws.com/190_Antfood_StrangeNight.wav,eMcpg1dvjgdCh6bAboaueGbNcua8bJam.mp3,Strange Night (Original),76
191_Antfood_Sparingly.wav,https://betterproblems-production-originals.s3.amazonaws.com/191_Antfood_Sparingly.wav,hKb6eEahiWfwhbafhOdXgAiffqcMa5bg.mp3,Sparingly (Original),60
193_Antfood_Pencils_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/193_Antfood_Pencils_B.wav,iejOcAg2huiWhYfsb2ccc1d3gNiZgWbx.mp3,Pencils (Mellotron),85
193_Antfood_Pencils.wav,https://betterproblems-production-originals.s3.amazonaws.com/193_Antfood_Pencils.wav,eficjZbZgZbfbdawi8akadj4gWaCb4dr.mp3,Pencils (Lo-Fi Pop Punk),85
195_Antfood_Rye.wav,https://betterproblems-production-originals.s3.amazonaws.com/195_Antfood_Rye.wav,dNejcRaMfUjnfvhValdraOgMfnfhieew.mp3,Rye (Original),85
196_Antfood_Salesman.wav,https://betterproblems-production-originals.s3.amazonaws.com/196_Antfood_Salesman.wav,gvcYjEfxbRfJezhhcXgedieZhaige5gR.mp3,Salesman (Original),87
197_Antfood_Steam.wav,https://betterproblems-production-originals.s3.amazonaws.com/197_Antfood_Steam.wav,cGiojvaDfldpdEfsdYcaizeCalhmasiB.mp3,Steam (Original),85
198_Antfood_Susquehana_LIBEDIT_FIXEND_RW_190626.wav,https://betterproblems-production-originals.s3.amazonaws.com/198_Antfood_Susquehana_LIBEDIT_FIXEND_RW_190626.wav,c1dbeLd6ekcOdcc4hmjrizi2cmidhEeO.mp3,Susquehana (Original),84
200_Antfood_OptimistPrime.wav,https://betterproblems-production-originals.s3.amazonaws.com/200_Antfood_OptimistPrime.wav,eRemczdJgDctjqdEiyj4apepdYiwaLeI.mp3,Optimist Prime (Original),66
206_Antfood_TomBoy.wav,https://betterproblems-production-originals.s3.amazonaws.com/206_Antfood_TomBoy.wav,d8ckbwblfchyhqgidycqgsjLdPfBf8c2.mp3,Tomboy (Original),91
208_Antfood_Ornaments.wav,https://betterproblems-production-originals.s3.amazonaws.com/208_Antfood_Ornaments.wav,ezfviPc6ixc5fadDjcjcf5bVcta9aziE.mp3,Ornaments (Original),63
209_Antfood_Abeja.wav,https://betterproblems-production-originals.s3.amazonaws.com/209_Antfood_Abeja.wav,dcbvcjefiubBdkbOfidJevbChGeebs.mp3,Abeja (Original),68
211_Antfood_Frantic.wav,https://betterproblems-production-originals.s3.amazonaws.com/211_Antfood_Frantic.wav,eSaEhtgfgMfpdxdgamgAe1bnhnc7eTaf.mp3,Frantic (Original),31
212_Antfood_TheGoodLife.wav,https://betterproblems-production-originals.s3.amazonaws.com/212_Antfood_TheGoodLife.wav,f6hTgmjkeSfihdijb7gMeJdwgObwajhL.mp3,The Good Life (Original),85
213_Antfood_Zabumba_A.wav,https://betterproblems-production-originals.s3.amazonaws.com/213_Antfood_Zabumba_A.wav,egeYb5jGdLaLaJdVfKguc1gJixcBd4ck.mp3,Zabumba (Full Version),68
213_Antfood_Zabumba_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/213_Antfood_Zabumba_B.wav,htiohTi7h8fogMbqiFiBcQd8dEa2j3iT.mp3,Zabumba (Cut Down),68
215_Antfood_Charango_A.wav,https://betterproblems-production-originals.s3.amazonaws.com/215_Antfood_Charango_A.wav,cEize8gygFiTfZj2hucriwdSjzb3gjgN.mp3,Charango (Stomp),88
215_Antfood_Charango_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/215_Antfood_Charango_B.wav,cjeMcBiAgoibfYe2iNi1gNcPfBhJble5.mp3,Charango (Sparser Mix),88
216_Antfood_StringerBell.wav,https://betterproblems-production-originals.s3.amazonaws.com/216_Antfood_StringerBell.wav,b9d4cajTbXflbVj3bWbTdCanjcdMglh9.mp3,Stringer Bell (Original),70
217_Antfood_DanceDanceEvolution.wav,https://betterproblems-production-originals.s3.amazonaws.com/217_Antfood_DanceDanceEvolution.wav,hxiUdLhGd2c5cgcsc1gAjuawfIffbfay.mp3,Dance Dance Evolution (Original),76
219_Antfood_Dream.wav,https://betterproblems-production-originals.s3.amazonaws.com/219_Antfood_Dream.wav,ixdSa9iDd2cai5iBcRiMdHhmcwesfZhe.mp3,Dream (Original),62
BrightHallway_LibEdit.wav,https://betterproblems-production-originals.s3.amazonaws.com/BrightHallway_LibEdit.wav,cIfxcFbRh2jxjmcafRfOdPb5eLgZjgeM.mp3,Bright Hallway (Original),69
221_Antfood_Destruction.wav,https://betterproblems-production-originals.s3.amazonaws.com/221_Antfood_Destruction.wav,hYc7jUgocMchb4ajdhfqfZjwhIgJiTfn.mp3,Destruction (Original),88
222_Antfood_Magic.wav,https://betterproblems-production-originals.s3.amazonaws.com/222_Antfood_Magic.wav,dojsf9bGiQevbOimgHaJgFawbgbbfscu.mp3,Magic (Original),82
223_Antfood_Float.wav,https://betterproblems-production-originals.s3.amazonaws.com/223_Antfood_Float.wav,b8jlcZbpjxiDane4iIabb1dOewiHi3es.mp3,Float (Original),26
224_Antfood_Week.wav,https://betterproblems-production-originals.s3.amazonaws.com/224_Antfood_Week.wav,iPjpg9eleSi9bEf4cgeQdieYewamgbge.mp3,Week (Original),57
225_Antfood_Joystick.wav,https://betterproblems-production-originals.s3.amazonaws.com/225_Antfood_Joystick.wav,fjaqiedGjxbsfIfRaWc2b8hvf8hcbCj3.mp3,Joystick (Original),15
226_Antfood_BouncingThings.wav,https://betterproblems-production-originals.s3.amazonaws.com/226_Antfood_BouncingThings.wav,c4f9jugReQeZg4hOhqdqfqjdaDjnhucP.mp3,Bouncing Things (Original),84
228_Antfood_Bump.wav,https://betterproblems-production-originals.s3.amazonaws.com/228_Antfood_Bump.wav,gfediObkhPa2cVdgawivaRgFc6gwiphA.mp3,Bump (Original),65
229_Antfood_Martini.wav,https://betterproblems-production-originals.s3.amazonaws.com/229_Antfood_Martini.wav,gdbTgYhXgedNiJgthwakhHgyitaTbuf2.mp3,Martini (Original),37
230_Antfood_SouthBySoutheast.wav,https://betterproblems-production-originals.s3.amazonaws.com/230_Antfood_SouthBySoutheast.wav,ifbfczc6iadqgcaEcgjxcYjOj7bjgadG.mp3,South By Southeast (Original),28
231_Antfood_Rezzident.wav,https://betterproblems-production-originals.s3.amazonaws.com/231_Antfood_Rezzident.wav,ipgthzhPfgh9fkgIeFfkdUbWjeeQgS.mp3,Rezzident (Original),39
232_Antfood_BayAreaChase.wav,https://betterproblems-production-originals.s3.amazonaws.com/232_Antfood_BayAreaChase.wav,ffdPdpgghvdmdLgsgvggiNbpjngEeucS.mp3,Bay Area Chase (Original),19
234_Antfood_NoFool.wav,https://betterproblems-production-originals.s3.amazonaws.com/234_Antfood_NoFool.wav,dqeLiLj7aSfWeeaFa2fVgHeWj2bhctaJ.mp3,No Fool (Original),85
236_Antfood_Figs.wav,https://betterproblems-production-originals.s3.amazonaws.com/236_Antfood_Figs.wav,d9aggCbZirbsb8emaig1j3dAekbuiVay.mp3,Figs (Original),79
237_Antfood_Sophistaphone.wav,https://betterproblems-production-originals.s3.amazonaws.com/237_Antfood_Sophistaphone.wav,dTafeThyaIhzhWhncLfqangYd5fabE.mp3,Sophistaphone (Original),63
238_Antfood_Whistle.wav,https://betterproblems-production-originals.s3.amazonaws.com/238_Antfood_Whistle.wav,gja9bsb1bkbDeKbac1isewdqdRcmhPgH.mp3,Whistle (Original),85
239_Antfood_Mandolinha.wav,https://betterproblems-production-originals.s3.amazonaws.com/239_Antfood_Mandolinha.wav,bMa7hUj5c8bkhgdAeScvdtcRdfgdbRj7.mp3,Mandolinha (Original),88
240_Antfood_Highlighter.wav,https://betterproblems-production-originals.s3.amazonaws.com/240_Antfood_Highlighter.wav,eDcybjcVi2efiLdWgLdXczbEbmcBfMje.mp3,Highlighter (Original),80
242_Antfood_Baseball.wav,https://betterproblems-production-originals.s3.amazonaws.com/242_Antfood_Baseball.wav,ewcOa5jQhhcAfceJgQdKhYdxifgKhjbw.mp3,Baseball (Original),69
243_Antfood_StealingHome_A.wav,https://betterproblems-production-originals.s3.amazonaws.com/243_Antfood_StealingHome_A.wav,hraTitdnbkhhguaIbrjkjcgFaBcBe2gM.mp3,Stealing Home (A),86
243_Antfood_StealingHome_B.wav,https://betterproblems-production-originals.s3.amazonaws.com/243_Antfood_StealingHome_B.wav,iCcfd7badSeCgFaAjShbaPcmhzaAc2bz.mp3,Stealing Home (B),86
